ts,host,user,event,severity,ip,message,source
2027-02-01T16:29:11Z,SWIFT-16-dev,canand,Threat,HIGH,10.221.247.150,Threat: canand performed payment operation,sentinel_one
2026-04-15T23:45:19Z,OPS-74.bank.internal,brett.page66,Threat,LOW,59.112.214.39,Threat: brett.page66 performed settlement operation,sentinel_one
2026-08-14T11:49:56Z,RISK-27,katy.thomas,Send,LOW,168.34.102.97,Send: katy.thomas performed transaction operation,office365
2027-02-09T09:32:55Z,HR-03.secure.bank,jbhatt,302015,MEDIUM,192.168.119.228,302015: jbhatt performed reconciliation operation,cisco_asa
2026-08-28T11:47:16Z,PROXY-82,svc_etl_prod,ApplicationManagement,LOW,172.25.11.125,ApplicationManagement: svc_etl_prod performed reconciliation operation,azure_ad
2026-03-09T16:48:59Z,CORE_BANK-48.bank.internal,thomas_shaw,Quarantine,LOW,103.53.77.198,Quarantine: thomas_shaw performed settlement operation,crowdstrike
2026-06-16T15:07:31Z,APP-48-dev.secure.bank,anya_cantu,Detection,MEDIUM,129.211.40.202,Detection: anya_cantu performed clearing operation,crowdstrike
2026-07-15T05:43:24Z,TRADING-52-sandbox.core.banking,svc_backup,workflow_run,LOW,10.13.123.23,workflow_run: svc_backup performed payment operation,github_actions
2026-05-04T21:04:40Z,APP-37,charles.shankar,TRAFFIC,MEDIUM,192.168.28.34,TRAFFIC: charles.shankar performed balance operation,palo_alto
2027-01-24T17:05:01Z,RISK-32,internal_audit,XSS,UNKNOWN,102.10.113.23,XSS: internal_audit performed reconciliation operation,cloud_waf
2027-01-21T02:25:08Z,HR-71,bkaran11,FileDeleted,CRITICAL,192.168.83.238,FileDeleted: bkaran11 performed reconciliation operation,sharepoint
2026-06-03T08:34:03Z,PAY-40-dev.financial.local,ray.harris,smb_files,HIGH,184.244.118.179,smb_files: ray.harris performed balance operation,zeek
2026-09-06T10:02:17Z,PAYMENT-23,john_kakar,Send,HIGH,192.168.214.176,Send: john_kakar performed reconciliation operation,office365
2026-05-01T12:56:14Z,ATM-23,svc_secrets48,106001,LOW,77.224.140.169,106001: svc_secrets48 performed clearing operation,cisco_asa
2026-09-02T06:40:53Z,PROXY-04-uat,lauren.evans,ApplicationManagement,MEDIUM,10.186.73.223,ApplicationManagement: lauren.evans performed swift operation,azure_ad
2026-11-18T08:33:24Z,TRADING-23-dev,ekalinga_prasad,shell_in_container,HIGH,53.201.206.10,shell_in_container: ekalinga_prasad performed payment operation,falco
2026-06-19T06:18:50Z,RISK-80-sandbox,mgade,106023,MEDIUM,116.67.5.76,106023: mgade performed balance operation,cisco_asa
2026-10-23T23:41:38Z,MON-85,beth_ray,XSS,MEDIUM,192.168.245.146,XSS: beth_ray performed swift operation,cloud_waf
2026-08-24T04:39:14Z,SWIFT-20,jfarrell,Prevention,LOW,135.0.235.166,Prevention: jfarrell performed audit operation,crowdstrike
2026-06-06T16:21:37Z,CORE_BANK-24,eiravati_rivera,Quarantine,HIGH,10.96.66.221,Quarantine: eiravati_rivera performed reconciliation operation,crowdstrike
2026-04-30T10:22:21Z,CORE_BANK-71,admin,ssl,MEDIUM,172.18.81.167,ssl: admin performed settlement operation,zeek
2026-04-21T11:51:26Z,DC-92.financial.local,yvonne_dixon,Suspicious,UNKNOWN,192.168.65.59,Suspicious: yvonne_dixon performed transfer operation,sentinel_one
2026-11-12T04:58:14Z,COMP-26.core.banking,kbrooks52,Blocked,LOW,17.177.51.228,Blocked: kbrooks52 performed payment operation,sentinel_one
2026-08-16T19:49:14Z,GW-11.core.banking,upkaar.proctor,Blocked,MEDIUM,142.102.77.114,Blocked: upkaar.proctor performed swift operation,sentinel_one
2026-08-17T03:28:49Z,WKS-88-dev,rrice,ConsoleLogin,HIGH,192.168.50.196,ConsoleLogin: rrice performed balance operation,aws_cloudtrail
2027-02-07T04:35:18Z,AUDIT-77-uat,jmccarthy,13,MEDIUM,23.32.26.201,13: jmccarthy performed balance operation,sysmon
2026-04-17T13:33:30Z,FINANCE-04-uat.financial.local,treasury,Quarantine,LOW,10.115.248.19,Quarantine: treasury performed swift operation,crowdstrike
2026-07-22T08:08:58Z,TRADING-50-uat.bank.internal,canderson,SignIn,LOW,10.254.224.74,Sign-in activity for canderson from IP 10.254.224.74,azure_ad
2026-11-11T00:34:21Z,PAYMENT-58.financial.local,svc_archive_prod55,302015,LOW,132.233.134.64,302015: svc_archive_prod55 performed settlement operation,cisco_asa
2026-08-15T09:29:04Z,WEB-14.secure.bank,gordon.viswanathan,PATH,LOW,10.255.232.46,PATH: gordon.viswanathan performed settlement operation,auditd
2026-12-24T16:13:51Z,MON-92-dr.secure.bank,diane.booth92,FileDeleted,LOW,172.19.115.47,FileDeleted: diane.booth92 performed swift operation,sharepoint
2026-09-26T18:08:14Z,,risk_manager,shell_in_container,LOW,10.2.193.78,shell_in_container: risk_manager performed balance operation,falco
2027-02-02T02:44:17Z,,svc_backup_prod,Quarantine,MEDIUM,172.31.23.139,Quarantine: svc_backup_prod performed swift operation,crowdstrike
2026-05-31T19:23:44Z,CORE_BANK-41-sandbox.bank.internal,melissa.johnson,read_sensitive_file,LOW,10.74.59.148,read_sensitive_file: melissa.johnson performed reconciliation operation,falco
2026-07-27T03:06:16Z,RISK-79-sandbox.secure.bank,nrandall70,302016,HIGH,61.78.44.181,302016: nrandall70 performed payment operation,cisco_asa
2026-12-08T17:10:01Z,FS-36,achoudhary,smb_files,HIGH,87.104.156.138,,zeek
2026-08-19T22:08:47Z,WEB-71-prod.bank.internal,victoria.holt,106023,MEDIUM,,106023: victoria.holt performed audit operation,cisco_asa
2026-08-12T10:16:31Z,TRADING-60,ebhasin29,4702,CRITICAL,201.205.136.33,4702: ebhasin29 performed clearing operation,windows_security
2026-10-13T01:19:28Z,PAYMENT-37-sandbox,adavis,job_execution,HIGH,189.197.99.178,job_execution: adavis performed clearing operation,github_actions
2027-01-16T12:07:39Z,CORE_BANK-80,ganga_aguirre31,4648,MEDIUM,3.80.222.252,4648: ganga_aguirre31 performed audit operation,windows_security
2026-03-07T17:21:01Z,AUDIT-61.core.banking,naksh.chana39,EXECVE,LOW,7.2.129.179,EXECVE: naksh.chana39 performed reconciliation operation,auditd
2026-10-15T07:27:25Z,SWIFT-07-dev,svc_audit82,FileDownloaded,MEDIUM,168.118.133.47,FileDownloaded: svc_audit82 performed transfer operation,office365
2026-11-01T00:51:31Z,HR-62-dr.core.banking,svc_replication_prod,write_binary_dir,CRITICAL,142.25.24.125,write_binary_dir: svc_replication_prod performed settlement operation,falco
2026-04-27T23:20:52Z,HR-69,compliance,write_binary_dir,MEDIUM,117.162.29.171,write_binary_dir: compliance performed transaction operation,falco
2026-07-02T10:03:22Z,CRM-21,svc_monitor_prod,Threat,LOW,172.29.86.248,Threat: svc_monitor_prod performed transaction operation,sentinel_one
2026-12-16T20:20:04Z,PROXY-10,utkarsh_pearson,XSS,HIGH,172.21.189.213,XSS: utkarsh_pearson performed transfer operation,cloud_waf
2026-10-21T10:41:12Z,PROXY-32-sandbox,bernard_cabrera,URL,LOW,172.27.84.116,URL: bernard_cabrera performed payment operation,palo_alto
2027-01-06T02:27:44Z,PAYMENT-56-dr.secure.bank,svc_etl9,3,LOW,10.248.50.216,Network connection: explorer.exe_v4.5 connected to PROXY-60.core.banking:1433,sysmon
2026-03-02T07:03:32Z,,rcannon,Blocked,HIGH,135.155.71.134,Blocked: rcannon performed transfer operation,sentinel_one
2026-04-17T03:08:12Z,OPS-73,lucas_nixon,read_sensitive_file,MEDIUM,10.3.81.27,read_sensitive_file: lucas_nixon performed swift operation,falco
2026-12-06T08:03:51Z,OPS-69.core.banking,svc_secrets,read_sensitive_file,UNKNOWN,10.226.28.209,read_sensitive_file: svc_secrets performed reconciliation operation,falco
2026-09-15T15:11:49Z,PAYMENT-40-uat,onash,7,HIGH,54.233.135.110,7: onash performed clearing operation,sysmon
2026-11-14T06:05:30Z,CORE-81,adam_hans,FileUploaded,MEDIUM,10.200.108.169,FileUploaded: adam_hans performed reconciliation operation,sharepoint
2026-09-19T19:31:13Z,ATM-22,svc_vault54,workflow_run,LOW,10.144.58.103,workflow_run: svc_vault54 performed transfer operation,github_actions
2026-12-19T20:24:33Z,ATM-56,svc_backup_prod,XSS,LOW,123.114.183.107,XSS: svc_backup_prod performed reconciliation operation,cloud_waf
2027-02-12T23:27:18Z,OPS-42,svc_deploy_prod,Detection,LOW,93.99.141.84,Detection: svc_deploy_prod performed balance operation,crowdstrike
2026-09-28T12:04:57Z,MON-53.financial.local,svc_reporting47,PROCTITLE,MEDIUM,10.91.218.91,PROCTITLE: svc_reporting47 performed transfer operation,auditd
2026-10-10T05:23:18Z,CORE-46.secure.bank,maureen_hill78,FileDeleted,LOW,76.245.138.182,FileDeleted: maureen_hill78 performed settlement operation,sharepoint
2026-05-14T02:02:57Z,CRM-76,damien_perkins,FileDeleted,HIGH,192.168.128.113,FileDeleted: damien_perkins performed transfer operation,sharepoint
2027-02-11T06:06:10Z,CRM-05.secure.bank,kchawla,write_binary_dir,MEDIUM,38.145.220.248,write_binary_dir: kchawla performed clearing operation,falco
2027-01-05T12:17:29Z,APP-95,dvarughese,DeleteUser,LOW,54.92.12.212,DeleteUser: dvarughese performed transfer operation,aws_cloudtrail
2027-02-18T05:06:52Z,ATM-61.bank.internal,denise_hines,106001,LOW,10.242.193.76,106001: denise_hines performed transfer operation,cisco_asa
2026-08-10T02:21:37Z,CRM-86-prod,wmcdonald90,Threat,HIGH,172.17.168.145,Threat: wmcdonald90 performed clearing operation,sentinel_one
2026-05-02T23:16:45Z,DB-51-dr.core.banking,ansh_martin,106001,LOW,168.14.135.238,106001: ansh_martin performed audit operation,cisco_asa
2026-05-13T11:40:37Z,WEB-81.secure.bank,svc_etl_prod,PATH,MEDIUM,172.20.9.182,PATH: svc_etl_prod performed transfer operation,auditd
2026-04-26T10:54:22Z,GW-23-sandbox.secure.bank,noah.gray34,THREAT,LOW,10.227.148.192,THREAT: noah.gray34 performed settlement operation,palo_alto
2026-07-18T13:54:25Z,CRM-52,nicole.hayes,Path_Traversal,HIGH,151.86.58.52,,cloud_waf
2027-01-12T13:10:52Z,AUDIT-60-dr,amruta.naik,New-InboxRule,LOW,,New-InboxRule: amruta.naik performed transaction operation,office365
2026-07-20T04:07:51Z,GW-93.financial.local,svc_backup73,action_execution,MEDIUM,220.242.11.119,action_execution: svc_backup73 performed reconciliation operation,github_actions
2026-06-18T16:38:05Z,WEB-87-uat,trading_user,Path_Traversal,MEDIUM,192.168.60.180,Path_Traversal: trading_user performed payment operation,cloud_waf
2026-03-02T04:34:16Z,DC-97,robin.swift39,New-InboxRule,MEDIUM,172.28.207.211,New-InboxRule: robin.swift39 performed reconciliation operation,office365
2026-04-07T13:59:32Z,PROXY-94-prod,rbarrett,CreateAccessKey,LOW,21.4.33.199,CreateAccessKey: rbarrett performed balance operation,aws_cloudtrail
2026-05-23T22:14:13Z,SWIFT-10-dr,sysadmin,Prevention,LOW,1.118.69.56,Prevention: sysadmin performed swift operation,crowdstrike
2026-07-26T13:16:14Z,ATM-43-sandbox.secure.bank,root,Send,LOW,49.209.193.163,Send: root performed reconciliation operation,office365
2026-04-10T16:28:47Z,ATM-54-dev.bank.internal,megha_evans,Prevention,LOW,4.44.115.226,Prevention: megha_evans performed payment operation,crowdstrike
2026-04-12T14:08:38Z,TRADING-71.secure.bank,stuart_guerrero,THREAT,LOW,187.144.17.114,THREAT: stuart_guerrero performed balance operation,palo_alto
2027-01-16T04:29:06Z,COMP-68-dr.financial.local,sramaswamy,DeleteUser,MEDIUM,10.166.225.25,DeleteUser: sramaswamy performed transaction operation,aws_cloudtrail
2026-12-09T02:22:36Z,DB-43,mdesai,3,LOW,136.69.142.25,Network connection: WINWORD.EXE connected to ,sysmon
2026-09-26T16:16:18Z,HR-55.core.banking,risk_manager,FileDownloaded,LOW,192.168.111.187,FileDownloaded: risk_manager performed audit operation,office365
2026-11-10T03:17:14Z,CORE-84.bank.internal,anne_saini,TRAFFIC,LOW,10.222.237.145,TRAFFIC: anne_saini performed settlement operation,palo_alto
2026-11-08T08:34:22Z,PROXY-11.bank.internal,compliance50,URL,LOW,161.67.197.56,URL: compliance50 performed reconciliation operation,palo_alto
2026-05-15T23:40:42Z,TRADING-24.core.banking,svc_backup_prod,THREAT,LOW,192.168.41.187,THREAT: svc_backup_prod performed reconciliation operation,palo_alto
2026-09-25T22:23:16Z,AUDIT-67-prod.financial.local,,write_binary_dir,MEDIUM,172.20.231.203,write_binary_dir: khari performed reconciliation operation,falco
2026-12-29T08:58:31Z,HR-85,svc_cicd_prod,ApplicationManagement,LOW,124.167.105.36,ApplicationManagement: svc_cicd_prod performed settlement operation,azure_ad
2026-11-04T19:14:05Z,FINANCE-70,chaitanya_bowers,Quarantine,MEDIUM,10.55.77.50,Quarantine: chaitanya_bowers performed payment operation,crowdstrike
2026-07-16T01:28:26Z,WEB-62-sandbox.financial.local,abruce,Prevention,LOW,79.112.72.151,Prevention: abruce performed balance operation,crowdstrike
2026-05-18T20:38:00Z,CORE_BANK-76,janani.wolf,Quarantine,LOW,145.239.59.96,Quarantine: janani.wolf performed clearing operation,crowdstrike
2027-02-06T05:01:25Z,BRANCH-47,fraud_analyst,Audit,LOW,119.67.6.77,Audit log: modify performed by fraud_analyst,azure_ad
2026-09-06T14:25:15Z,PAYMENT-16.core.banking,svc_backup_prod99,Suspicious,LOW,64.123.185.30,Suspicious: svc_backup_prod99 performed swift operation,sentinel_one
2026-09-28T04:19:34Z,SWIFT-27.bank.internal,root,write_binary_dir,CRITICAL,192.168.184.219,write_binary_dir: root performed settlement operation,falco
2026-12-24T15:21:14Z,FINANCE-62,mbadal,302016,MEDIUM,5.42.31.29,302016: mbadal performed swift operation,cisco_asa
2026-06-15T22:06:21Z,DB-93.financial.local,svc_backup_prod,job_execution,LOW,22.138.245.118,job_execution: svc_backup_prod performed payment operation,github_actions
2027-01-31T18:11:02Z,TRADING-78,lori_chaudhari,FileUploaded,CRITICAL,192.168.242.89,FileUploaded: lori_chaudhari performed audit operation,sharepoint
4/1/2024,APP-49-sandbox,svc_backup,CreateAccessKey,LOW,,CreateAccessKey: svc_backup performed balance operation,aws_cloudtrail
2026-09-09T19:46:32Z,DB-07.financial.local,brad_white,ApplicationManagement,LOW,215.143.97.168,ApplicationManagement: brad_white performed settlement operation,azure_ad
2026-08-06T11:50:54Z,PAY-11-prod,compliance,4625,CRITICAL,10.93.157.138,"An account failed to log on. Account: compliance, Source IP: 10.93.157.138",windows_security
2026-05-03T23:46:15Z,RISK-30-uat,tthompson,4648,UNKNOWN,64.215.52.38,4648: tthompson performed balance operation,windows_security
2026-06-02T02:02:18Z,SWIFT-83.core.banking,shane.rivera,Prevention,LOW,109.243.81.105,Prevention: shane.rivera performed settlement operation,crowdstrike
2026-03-12T00:16:26Z,DB-99-prod,john.hamilton,Prevention,LOW,158.129.248.243,Prevention: john.hamilton performed reconciliation operation,crowdstrike
2026-06-17T05:48:34Z,AUDIT-61-sandbox.bank.internal,efrank,action_execution,MEDIUM,107.75.164.24,action_execution: efrank performed audit operation,github_actions
2026-08-10T20:48:28Z,WEB-02-dr.core.banking,anusha_rios67,CreateAccessKey,HIGH,10.162.101.136,CreateAccessKey: anusha_rios67 performed swift operation,aws_cloudtrail
2026-07-29T04:33:15Z,FINANCE-53,dakshesh_solomon,SYSCALL,MEDIUM,172.23.229.224,SYSCALL: dakshesh_solomon performed settlement operation,auditd
2026-11-22T13:03:16Z,CORE-11,svc_etl,PROCTITLE,LOW,71.218.115.183,PROCTITLE: svc_etl performed settlement operation,auditd
2026-03-06T11:46:11Z,AUDIT-60.bank.internal,amody80,SignIn,CRITICAL,135.114.73.169,Sign-in activity for amody80 from IP 135.114.73.169,azure_ad
2026-06-10T01:19:47Z,CORE_BANK-54,jasmine.turner,DeleteUser,CRITICAL,10.210.240.215,DeleteUser: jasmine.turner performed swift operation,aws_cloudtrail
2026-07-17T03:21:14Z,APP-47-prod,fraud_analyst,ApplicationManagement,LOW,192.168.197.149,,azure_ad
2027-02-04T06:59:54Z,OPS-89,holly_bhandari,DeleteUser,HIGH,186.38.74.175,DeleteUser: holly_bhandari performed clearing operation,aws_cloudtrail
2026-07-12T21:05:40Z,RISK-54-prod.bank.internal,brianna.hayes,THREAT,MEDIUM,10.73.6.225,THREAT: brianna.hayes performed swift operation,palo_alto
2027-02-03T04:58:31Z,CRM-83-sandbox,svc_audit,SignIn,CRITICAL,93.25.240.77,Sign-in activity for svc_audit from IP 93.25.240.77,azure_ad
2027-01-24T15:03:27Z,GW-24,svc_monitor_prod,TRAFFIC,HIGH,172.29.105.7,TRAFFIC: svc_monitor_prod performed reconciliation operation,palo_alto
2026-06-14T02:02:21Z,MON-52,lschmitt,4698,LOW,132.130.208.66,4698: lschmitt performed settlement operation,windows_security
2026-09-04T00:44:55Z,BRANCH-27,svc_backup_prod,106001,LOW,222.3.52.8,106001: svc_backup_prod performed balance operation,cisco_asa
2026-05-06T20:14:16Z,OPS-55-prod.bank.internal,svc_replication,ApplicationManagement,LOW,3.222.101.220,ApplicationManagement: svc_replication performed clearing operation,azure_ad
2027-01-30T22:02:12Z,TRADING-96.financial.local,,FileUploaded,LOW,10.120.207.205,FileUploaded: svc_vault81 performed balance operation,sharepoint
2027-01-17T21:03:36Z,CRM-21.core.banking,kamala.jani28,workflow_run,LOW,10.26.55.159,workflow_run: kamala.jani28 performed payment operation,github_actions
2026-09-02T09:35:59Z,RISK-24-prod,lbrahmbhatt,conn,LOW,172.18.211.54,conn: lbrahmbhatt performed payment operation,zeek
2026-04-21T11:39:29Z,DB-70.financial.local,nigel_rattan,Quarantine,HIGH,103.92.40.49,Quarantine: nigel_rattan performed audit operation,crowdstrike
2027-01-15T20:19:01Z,BRANCH-40-dev,bryan_shetty,CreateUser,LOW,129.234.132.129,CreateUser: bryan_shetty performed transfer operation,aws_cloudtrail
2026-07-31T19:59:15Z,WKS-68-sandbox.secure.bank,svc_audit,workflow_run,LOW,220.18.114.21,workflow_run: svc_audit performed payment operation,github_actions
2026-09-11T03:05:47Z,PROXY-46-sandbox,cjones,ApplicationManagement,MEDIUM,60.251.90.100,ApplicationManagement: cjones performed swift operation,azure_ad
2026-12-03T10:26:37Z,GW-25-sandbox,svc_vault,106001,MEDIUM,136.186.207.140,,cisco_asa
2027-02-01T12:38:56Z,WEB-97-dev,jeffrey.babu32,Send,MEDIUM,13.173.201.236,Send: jeffrey.babu32 performed clearing operation,office365
2026-10-06T22:55:11Z,RISK-74,carol_watson74,Threat,CRITICAL,172.31.5.245,Threat: carol_watson74 performed transaction operation,sentinel_one
2026-03-12T23:07:03Z,CORE_BANK-61,benjamin.harris,action_execution,LOW,150.157.119.5,action_execution: benjamin.harris performed reconciliation operation,github_actions
2026-05-17T01:02:23Z,PAY-11,molly_dass,EXECVE,MEDIUM,185.231.66.30,EXECVE: molly_dass performed payment operation,auditd
2026-06-14T05:22:53Z,BRANCH-95-uat,vinaya.rivera,106001,LOW,172.20.129.158,106001: vinaya.rivera performed swift operation,cisco_asa
2026-03-23T07:37:11Z,PAYMENT-28.core.banking,sysadmin92,Quarantine,LOW,192.168.223.14,Quarantine: sysadmin92 performed reconciliation operation,crowdstrike
2026-05-04T09:58:12Z,HR-01.bank.internal,charper37,THREAT,HIGH,10.88.60.189,THREAT: charper37 performed clearing operation,palo_alto
2026-11-29T16:35:23Z,HR-07-dev.secure.bank,wahab_lester40,11,LOW,172.30.28.196,11: wahab_lester40 performed audit operation,sysmon
2026-09-27T07:38:13Z,WKS-66,gnarayanan,302015,MEDIUM,172.21.49.182,302015: gnarayanan performed transaction operation,cisco_asa
2026-07-03T00:26:13Z,FS-57-sandbox,jthomas79,Send,HIGH,10.237.146.133,Send: jthomas79 performed settlement operation,office365
2026-08-21T04:17:42Z,CRM-30-prod.secure.bank,trading_user25,smb_files,MEDIUM,71.6.36.142,smb_files: trading_user25 performed clearing operation,zeek
2026-09-20T11:45:51Z,APP-64,svc_vault,Suspicious,MEDIUM,160.169.43.174,Suspicious: svc_vault performed clearing operation,sentinel_one
